Sarkı_Adı,Enstrümantallik,Ortalama_Enerji
Cumulus,0.915,0.309
Sweet Return,0.914,0.129
Imagine,0.907,0.194
Enchanted Valley,0.917,0.0955
Old Famliy Portrait,0.862,0.0738
A Place in My Heart,0.692,0.652
Sky,0.862,0.229
Mountain,0.959,0.253
Will You Hear Me,0.854,0.308
Vines of Light,0.943,0.0149
For Tammi,0.884,0.0404
Michelle,0.939,0.106
"Colors Of The Wind (From \""Pocahontas\"")",0.887,0.0801
Nocturne in a Minor,0.926,0.0343
Hands Of Silk,0.945,0.0337
When the Moon Sings,0.849,0.145
Face In The Photograph,0.681,0.47
Waxing Moon,0.912,0.268
Happiness,0.931,0.174
Driftwood,0.938,0.108
Sa Brooke Lullaby,0.923,0.0758
Elysa,0.92,0.0529
Ciel de Sienne,0.765,0.145
Sacajawea - Remastered,0.922,0.297
Carefree,0.896,0.107
To The One Who Knows,0.919,0.145
Pure Paradise,0.906,0.0444
Tip Toe Dancer (Kathryn's Song),0.906,0.095
Infinite Journey,0.83,0.0846
From the Heart,0.989,0.108
Cerulean Secrets,0.861,0.115
"Seelische Traumreise zum Loslassen und Wohlfühlen, Pt. 5",0.885,0.19
Meditation,0.638,0.00757
Freedom,0.923,0.155
Merry Go Round,0.933,0.0222
Cloudburst,0.956,0.311
Wonderful Land,0.918,0.458
Waltz For The Lonely,0.915,0.00269
Meine Schlummermelodie,0.874,0.107
The Twisting of the Hay Rope (Casadh an Tsúgáin),0.914,0.234
Charlie Brown and His All-Stars,0.911,0.538
Sennen no Inori,0.809,0.509
Dance,0.906,0.0588
Papillon - Replayed Version,0.906,0.0252
Make You Feel My Love,0.879,0.0904
Vishnu,0.857,0.571
The Rivers Of Belief - Radio Edit,0.624,0.579
Scenery,0.87,0.182
Uno,0.965,0.00502
Andalusian Nights,0.868,0.704
Under Trees,0.959,0.159
"Holy, Holy, Holy",0.939,0.139
Bring Me Back A Song,0.962,0.261
Dragonfly,0.727,0.0671
Infinity,0.94,0.133
Peaceful Childhood,0.946,0.132
Lullaby,0.867,0.198
Blues,0.9,0.278
So Long My Friend,0.515,0.14
The Rhythm of Paradise,0.934,0.0912
Luminescence,0.968,0.0621
"River Dawn, Part 3",0.893,0.0245
Journey to the Sea,0.944,0.125
Evening Gratitude,0.93,0.155
Amazing Grace,0.881,0.0772
Liquid Mind,0.96,0.0582
My Orchid Spirit,0.867,0.11
Tropical Sunrise,0.882,0.0788
Climbing in Geometry,0.913,0.182
Invoking the Elements,0.779,0.124
Songbirds,0.662,0.122
Night Jasmine,0.96,0.0894
Balancing,0.568,0.0787
"Come, Come Ye Saints",0.925,0.0416
Myriad Reflections,0.917,0.0825
The Release,0.945,0.0509
Warm the New Dawn Sun,0.649,0.0966
Theme to Grace / Lament,0.923,0.0171
A Moonlight Song,0.596,0.212
"First Step (From \""Interstellar\"")",0.954,0.069
Sometimes Someone,0.909,0.224
Touching Silk,0.749,0.0301
Elaine,0.96,0.0803
The Way We Were,0.939,0.232
Kiss The Rain,0.909,0.14
Hymn,0.869,0.0613
Christmas Eve,0.59,0.086
Moon Temple,0.986,0.309
Quasi-Modal,0.858,0.18
Things With Wings,0.836,0.097
Hallelujah,0.854,0.0352
Mighty Fortress,0.616,0.0674
For Giovanni,0.898,0.337
Sweetest Dream,0.906,0.0412
While There's Time,0.928,0.16
Second Chances,0.853,0.219
Afterglow,0.948,0.107
That's All,0.894,0.236
Quiet Call,0.974,0.0767
Aisling,0.918,0.103
Blessings,0.893,0.111
Espana,0.979,0.0366
Waves of Fulfilling,0.95,0.231
With A Song in My Heart,0.943,0.0216
Journey Within,0.902,0.0515
Path Through the Forest,0.95,0.123
The 'Derry Air,0.805,0.235
Farewell,0.829,0.0757
Besides,0.868,0.0213
Itsy Bitsy Spider,0.933,0.0549
Cranes Unfold,0.77,0.0263
When You Wish Upon A Star,0.927,0.0928
More Holiness Give Me,0.923,0.0477
Kondalilla,0.852,0.0172
Remembrance,0.963,0.0163
Treat Street,0.84,0.505
The Swan,0.893,0.0287
The Times Of Harvey Milk,0.893,0.0289
September Moon,0.908,0.186
Peppermint Patty,0.861,0.459
Nocturnal Mind,0.921,0.134
Serenade In E,0.92,0.104
Diving,0.903,0.174
Piano - Replayed Version,0.929,0.00733
I Guess I'm in Love (Piano Version),0.936,0.136
Like So Much Lost Time,0.967,0.0167
If You Believe,0.921,0.198
Dreams in the Night,0.918,0.127
Until the Last Moment,0.981,0.199
Moon River,0.927,0.14
An Evening Walk,0.909,0.127
Luminescence,0.956,0.0326
Paper Clouds,0.92,0.173
Tubular Bells - Pt. I,0.56,0.219
Pearls of Joy,0.897,0.0943
Nothing Left To Say,0.903,0.0733
Little Star,0.895,0.0346
Mickey Mouse Lullaby,0.928,0.213
Kindred Spirit,0.903,0.0824
Setting Sun,0.884,0.0962
On a Quiet Night,0.944,0.045
Prelude (My LIttle Girl),0.829,0.194
Heart Chakra,0.868,0.185
Spirit Wind,0.804,0.147
Carrowkeel,0.888,0.23
Cristal Silence Section 5,0.917,0.0453
Signatures on Water,0.821,0.00689
Sea Breeze,0.876,0.159
Little April Showers,0.925,0.234
Nightfall,0.904,0.0653
Sound of Invisible Waters,0.974,0.0211
Baa Baa Black Sheep,0.854,0.0718
She's Leaving Home,0.849,0.0943
The Other Side,0.84,0.17
Mary Had a Little Lamb,0.944,0.0759
Elegy,0.563,0.175
Letting Go,0.797,0.131
"Deschutes River Sunrise (Oboe, Cello, Piano) [feat. Nancy Rumble & Emil Miland]",0.836,0.155
I Could See You,0.881,0.0298
Aurora,0.945,0.223
Someday My Prince Will Come,0.898,0.0727
"Le Roi Est Mort, Vive Le Roi!",0.613,0.208
Fibonacci Dreams,0.91,0.308
Call Of The Sea,0.777,0.563
The Flow,0.932,0.367
Understanding Each Other,0.919,0.204
Gentle Whisper,0.939,0.074
Ridin' West,0.876,0.339
Second Chapter,0.931,0.115
A childs heart,0.614,0.159
Memory,0.895,0.199
Brian's Song,0.851,0.136
Light And Song,0.948,0.0373
If Will Come Tomorrow,0.961,0.741
At the Cross,0.941,0.00581
Full Apple Tree,0.591,0.101
The Emerald Way,0.976,0.338
The Enlightenment of Buddha,0.914,0.22
Shella's Pictures,0.942,0.0681
Sharing the Silence,0.94,0.0713
Tender Heart,0.932,0.0384
"Edelweiss (From \""the Sound of Music\"")",0.923,0.0624
Courant Qui S'Ecoule,0.76,0.216
Liberta,0.616,0.448
Path to Enlightenment,0.796,0.125
One Last Goodbye,0.917,0.24
The Spirit of God,0.926,0.0926
Quiet Longing,0.938,0.145
Daydreams,0.789,0.07
Magic,0.843,0.0213
Innocence,0.79,0.0986
Island Smile,0.84,0.0398
Love at Home,0.943,0.0464
"Der kleine Prinz, Pt. 1",0.933,0.0693
At the Edge of the White Rock,0.892,0.00912
Nocturne - Live,0.584,0.402
All Creatures of Our God and King,0.922,0.074
The Secret Shrine of Icarus,0.541,0.364
"Jesus, The Very Thought of Thee",0.954,0.00918
Ascent from the Circle,0.596,0.439
Above with Eagles,0.908,0.057
Marry Me (Instrumental Piano Version),0.928,0.249
Walking In The Forest - Piano Version,0.942,0.065
The Days That'll Never Come,0.905,0.111
Lady of the Lake,0.971,0.112
Lavender’s Blue,0.931,0.173
Purple Mountain,0.891,0.204
I Guess I'm in Love (Instrumental Version),0.898,0.114
Breezin',0.917,0.0413
Hush,0.951,0.0189
Walking Through Clouds,0.951,0.151
Touched by Love,0.953,0.0555
Cottonwood,0.946,0.187
In Memorium J.G..,0.919,0.0493
Fields of Gold,0.849,0.0521
Winter Waltz,0.778,0.0546
Awakening,0.946,0.227
One Man's Dream - Live,0.938,0.278
Cherished Moments,0.921,0.0223
Kindred Spirits,0.909,0.112
Light Up,0.876,0.271
After the Rain,0.923,0.0388
Where Are You Now?,0.926,0.0196
The Embrace,0.929,0.0762
The Cold Sea's Embrace,0.892,0.0479
The Christmas Song,0.896,0.109
In The Morning Light,0.949,0.177
You Never Know,0.583,0.245
Russian,0.841,0.169
Fantasia's Lullaby,0.933,0.0196
The Alphabet Song,0.891,0.0458
Riversong,0.908,0.21
Aspens In January,0.898,0.113
Edge Of Dawn,0.972,0.0221
All I Ever Wanted,0.922,0.0163
Amidst the Cherry Blossoms,0.823,0.211
I Will Wait for You,0.991,0.271
A New Beginning,0.894,0.0744
London Bridges Falling Down,0.952,0.118
Pleasant Island Ease,0.951,0.0821
Where Are You Now,0.906,0.133
Uluru,0.925,0.1
Masked Marvel,0.86,0.573
Teach Me Tonight,0.868,0.119
Maybe,0.92,0.107
Lamentation,0.906,0.0114
Principles Of Lust,0.937,0.577
약속 (Piano Solo),0.922,0.143
Heading Home,0.933,0.102
So Long My Friend,0.668,0.144
The Love of My Life,0.895,0.0867
Stillness,0.958,0.0286
Puesta Del Sol,0.933,0.112
Hearts Awakening,0.852,0.0929
Daisychain,0.886,0.127
Be Still,0.986,0.396
The Mother Knows,0.945,0.441
Was It This Lifetime,0.847,0.129
Midnight Dreaming,0.879,0.0305
Drifting Away,0.682,0.277
"Sleep, Baby Sleep, Pt. 1",0.833,0.128
River of Stars,0.783,0.168
I,0.937,0.131
Self Connect,0.808,0.0499
Travel By Dreams,0.883,0.0625
Sun Soothes the Soul,0.963,0.0737
Water Ballet,0.928,0.157
Getaway,0.864,0.0898
Saguaro Dew,0.575,0.034
Beautiful Thoughts,0.914,0.0723
Resting Upon Jacobs Pillow,0.857,0.193
Day Of Rest,0.941,0.0669
When Morning Comes,0.875,0.00709
Echoes Of Light,0.956,0.0342
"Behold, The Great Redeemer Died",0.86,0.0183
Afterstorm,0.846,0.158
Together We - Cantoma Mix,0.677,0.544
Mi Alma Espanol,0.902,0.4
Corazón de Niño,0.936,0.425
Whirling Flames (Excerpt),0.809,0.357
Alap in Shivaranjani,0.926,0.0596
"Theme from Schindler's List (Reprise) (from \""Schindler's List\"")",0.913,0.0458
Nothing Else Matters,0.945,0.468
Thinking out Loud (Instrumental Version),0.934,0.196
Sonatina No. 5,0.902,0.055
The Enchanted Path,0.954,0.127
Serenity,0.858,0.0302
Seaside,0.98,0.113
Harmonics,0.928,0.317
The Nearness of You,0.883,0.116
Autumn (Solo Piano),0.954,0.0971
Bliss,0.929,0.0176
Inside Passage,0.848,0.0269
Calling,0.824,0.0768
Flame and Circle,0.89,0.0831
The Lighthouse,0.503,0.408
Head For The Sky,0.868,0.109
Passions,0.931,0.0543
Exhale,0.913,0.091
"Lo How A Rose, Ere Blooming",0.944,0.00212
Slumber Deep,0.945,0.0303
Acceptance,0.913,0.156
Base Chakra,0.771,0.145
Isolation,0.964,0.0504
Fallen,0.901,0.107
Majestica,0.866,0.119
Visiting,0.833,0.146
Savannah Sunrise,0.951,0.0724
Green Quiet Mountain,0.95,0.131
Ghost Bells,0.901,0.15
Waterfall,0.893,0.2
Shared Worlds,0.634,0.302
The Opening Of Doors,0.909,0.103
Mother's Prayer (With Vocals) [feat. Desiree Goyette],0.801,0.097
Nature's Lullaby,0.904,0.0545
Thoughts from Inside,0.87,0.0989
Messa da Requiem: 2a. Dies irae,0.948,0.395
I masnadieri: Prélude (Arr. for String Quartet by Eric Mouret),0.551,0.05
Cavalleria Rusticana - O Lola ch'hai di latti la cammisa,0.885,0.333
Cavalleria Rusticana - Duetto Santuzza Turiddu,0.925,0.32
Lucia di Lammermoor - Quartetto dalla Lucia,0.915,0.591
Lucia di Lammermoor - Scena della pazzia,0.834,0.402
"Cavalleria Rusticana - Mamma, quel vino è generoso",0.813,0.381
Lucia di Lammermoor - Spargi d'amaro pianto,0.895,0.497
Stille Nacht (Silent Night),0.901,0.27
Lucia di Lammermoor - Spargi d'amaro pianto - Alt. Version,0.914,0.288
Nessun Dorma,0.929,0.475
Dies Irae,0.931,0.346
"The Second Waltz, Op. 99a",0.899,0.295
"The Blue Danube, Op. 314",0.937,0.157
Ninna nanna,0.548,0.306
"Carmen, WD 31: \""La fleur que tu m'avais jetée\""",0.605,0.182
"Coppélia: Coppélia, Act II: Musique des automates",0.561,0.177
"La bohème, SC 67 / Act 2: \""Arranci, datteri!\""",0.771,0.517
"Love Theme (from \""Romeo and Juliet\"")",0.843,0.224
The Lonely Shepherd,0.853,0.287
Lullaby,0.511,0.235
Ride of the Valkyries,0.869,0.227
Ave Maria,0.888,0.0195
"Coppélia: Coppélia, Act III: Galop final",0.916,0.337
Cavalleria rusticana: Preludio,0.937,0.204
La traviata / Act I: Prelude,0.723,0.0196
Voglio restare cosi,0.713,0.257
Carmen Suite No. 1 (Arr. E. Guiraud): I. Prélude,0.842,0.117
"Jeux d'enfants, Op. 22 WD 56: 3. La poupée",0.915,0.00747
"Va, pensiero, sull'ali dorate (Chorus of the Hebrew Slaves)",0.87,0.157
Voi Che Sapete from the Marriage of Figaro,0.862,0.197
Aida: Act II: Marcia,0.955,0.107
Pianissimo - Acoustic,0.858,0.0651
Bizet: Carmen Suite No. 1: III. Intermezzo,0.925,0.0678
Flower Duet,0.911,0.0315
Can't Help Falling In Love,0.868,0.251
Carmen Suite No. 2: II. Habanera,0.627,0.00954
Cello Sonata No. 1 in D Minor: I. Largo,0.513,0.0216
"Parsifal, WWV 111 - Concert version / Act 3: Good Friday Spell",0.92,0.0227
"Ave Maria, CG 89 (After J.S. Bach's BWV 846) [Arr. Y. Ito for Marimba, Vibraphone & Harp]",0.942,0.0278
"Die Walkure, Act III: Ride of the Valkyries",0.933,0.219
"Chorus of the Hebrew Slaves: Va, pensiero",0.841,0.0953
The Wandering Kind (Prelude),0.934,0.312
Les contes d'Hoffmann: Barcarolle (Arr. for 2 Cellos and Piano),0.548,0.142
"Petite Messe solennelle, Kyrie: III. Kyrie",0.682,0.0427
"Verdi: Aida, Act 2: Ballabile",0.773,0.264
Coppelia: Act I - Valse,0.866,0.0313
Glosoli,0.562,0.397
Il barbiere di Siviglia: Overture (Sinfonia),0.759,0.14
"Suite en Sol Majeur, RCT 6: VII. Les Sauvages",0.873,0.179
"Albinoni: Oboe Concerto in D Minor, Op. 9 No. 2: II. Adagio",0.883,0.196
Yuzin,0.85,0.0615
Gaîté parisienne: Barcarolle,0.694,0.0725
Barcarole,0.597,0.258
"Turandot / Act 2: \""Gravi, enormi ed impotenti\""",0.74,0.321
Verdi: Messa da Requiem: III. Tuba mirum,0.651,0.239
"Verdi: Aida, Act 2: \""Vieni, o guerriero vindice\"" (Coro)",0.544,0.35
"Verdi: Aida, Act 2: \""Gloria all'Egitto, ad Iside\"" (Il Re, Shiave, Prigionieri, Popolo, Ramfis, Sacerdoti, Aida, Radamès, Amneris, Amonasro)",0.865,0.45
Ave Maria,0.648,0.531
Only Love,0.825,0.267
Lohengrin: Prelude,0.9,0.047
London Hymn,0.911,0.485
"Overture, William Tell (Finale)",0.528,0.414
A Whiter Shade Of Pale,0.884,0.424
Intermezzo from Cavalleria Rusticana,0.86,0.301
Les Pecheurs des Perles: Au fond du temple saint (Rec. 1951),0.906,0.44
Orphanage Airlines,0.865,0.327
All I Ask Of You,0.831,0.381
"Jeux d'enfants, Op. 22: III. The Spinning Top",0.953,0.0444
O Holy Night,0.943,0.127
Siegfried Idyll,0.723,0.03
Elégie,0.81,0.0407
"Lohengrin, WWV 75: Prelude to Act I - Live",0.891,0.0232
"Rigoletto - Si, Vendetta, Tremenda Vendetta",0.586,0.34
Menuets I & II,0.914,0.0868
Libertango - Radio Edit,0.87,0.46
"Concerto Saint Marc, Op. 6 No. 11: III. Andante",0.931,0.101
Zaïs: Overture - Live,0.74,0.349
Silver Bells,0.938,0.194
And The Waltz Goes On,0.891,0.359
Thaïs: Méditation,0.759,0.0556
Habanera,0.637,0.0443
"Les Boréades, RCT 31, Act IV, Scene 4: Entrée de Polymnie",0.747,0.099
"Le roi de Lahore, Opera in five Acts: Entr'acte Act V & Adagio & Waltz, Ballet Act III",0.8,0.221
Les Indes Galantes - Air pour les esclaves africains,0.787,0.277
The Barber of Seville: Overture,0.684,0.218
Agnus Dei,0.677,0.206
Song From a Secret Garden - Live,0.949,0.465
Espana Cani,0.947,0.655
"Puccini: Gianni Schicchi, Act 1: \""O mio babbino caro\"" (Lauretta)",0.885,0.17
Maggie,0.872,0.0522
Steal Away,0.938,0.128
You Raise Me Up,0.858,0.19
Love's Old Sweet Song,0.911,0.0449
"Pirouettes in A- Major, Opéras comiques \""La fille de Madama Angot\"", Act 1, Allegro-valse",0.948,0.109
"Die Walküre, WWV 86B - Concert version / Dritter Aufzug: The Ride of the Valkyries",0.907,0.365
L’arlésienne Suite No. 2 (Arr. E. Guiraud): I. Pastorale,0.939,0.0314
Petite messe solennelle: I. Kyrie. Kyrie eleison,0.872,0.0415
"Albinoni: Oboe Concerto in D Minor, Op. 9 No. 2: II. Adagio",0.942,0.0467
"Les Indes galantes, RCT 44: Ouverture",0.94,0.17
"Verdi: Nabucco, Act 3: \""Va, pensiero\"" (Chorus of The Hebrew Slaves)",0.879,0.0794
"Jeux d'enfants, Op. 22: V. The Ball",0.93,0.486
Safe & Sound,0.911,0.355
Lullaby,0.705,0.92
"Kama Sutra - Live At MGM Grand, Las Vegas/2004",0.945,0.272
"Concerto for 2 Oboes in C Major, Op. 7, No. 2: II. Adagio",0.862,0.0588
Elegie: O doux printemps d'autrefois,0.848,0.107
"O di Betlemme, altera poverta ventu: I. Sinfonia",0.887,0.0304
L’arlésienne Suite No. 2 (Arr. E. Guiraud): II. Intermezzo,0.777,0.0079
Sylvia: Act I: Les chasseresses (Fanfare),0.631,0.131
"Jeux d'enfants, Op. 22: IV. Little Husband, Little Wife",0.923,0.0547
Forrest Gump Suite,0.928,0.235
Morning Has Broken,0.877,0.336
Messa da Requiem: 2. Dies irae,0.531,0.266
Just for You,0.78,0.372
Sigma,0.792,0.232
Black Swan Theory,0.656,0.962
"Albinoni: Concerto a cinque in G Minor, Op. 10 No. 2: II. Andante",0.844,0.229
Still With You,0.929,0.385
Estelle,0.951,0.0575
Quand vous souriez,0.948,0.059
Saying Things,0.945,0.0381
Hideaway,0.929,0.0186
Hommage d'amitié,0.954,0.043
Sketches,0.938,0.0944
Sorrisi,0.935,0.0551
Returning,0.919,0.0203
Itsy bitsy spider,0.966,0.0238
Comptine d'Un Autre té,0.931,0.11
Spheroidal,0.95,0.0221
Ein kurzer Augenblick,0.91,0.0506
Sommarvals,0.879,0.0464
Dvala,0.868,0.0902
Symbios,0.943,0.234
Dualities,0.924,0.121
Hour of Rest,0.936,0.00889
Tu as disparu,0.972,0.107
From Above,0.919,0.0737
Save Me,0.929,0.114
Sunday Morning,0.93,0.0143
Aufgang der Sonne,0.924,0.0405
River Running Free,0.919,0.0661
Summer Light,0.876,0.027
Euphoria,0.949,0.0985
Spring Day,0.938,0.132
A Gentle Sunlight,0.806,0.0349
Dione,0.931,0.0136
Afterthought,0.87,0.0195
Partenza,0.891,0.146
We were the hook,0.897,0.0303
Reframe,0.942,0.0367
Growing Green,0.903,0.0123
Finale,0.859,0.121
Riverlight,0.924,0.0329
Det skal nok gå,0.968,0.0921
Hiemalis,0.923,0.0309
To Let Go,0.938,0.0101
Digno É o Senhor,0.848,0.0693
Agnus Dei,0.785,0.13
Lost Time,0.942,0.0639
Érase Una Vez,0.935,0.0762
Where Is My Mind?,0.917,0.00924
Across Long Lakes,0.875,0.0437
Adesso,0.939,0.097
Silent sky,0.916,0.114
Alone In Paris,0.954,0.0547
Nature undisclosed,0.933,0.0421
Perfect - Piano Version,0.942,0.0627
Je vous ai trouvé,0.959,0.116
Horizon,0.902,0.13
Euphoria - Lofi Edit,0.946,0.33
To the Rain,0.927,0.0639
Intro: Serendipity,0.94,0.0424
Winter Bear,0.926,0.395
I Need U,0.901,0.107
Aquiver,0.936,0.0126
Oceanos (Onde Meus Pés Podem Falhar),0.928,0.0685
Vim para Adorar-Te,0.898,0.0847
Tu És Santo (Príncipe da Paz),0.885,0.134
Mia & Sebastian's Theme,0.841,0.0371
Skagerrak,0.907,0.0248
You & Me,0.893,0.0375
Remembering,0.909,0.0693
Still With You,0.952,0.232
Rhyl Sands,0.946,0.0212
A Recurring Theme,0.939,0.00598
Concepts,0.911,0.0476
Halo,0.943,0.114
Fleurs de cerisier,0.92,0.0503
Zephyr,0.892,0.013
San Siro,0.956,0.0143
Om än bara för en stund,0.963,0.056
Whirling sky,0.919,0.0511
primeiro verão,0.912,0.0576
Mystique,0.942,0.048
Golden Hour,0.969,0.0248
Night Sky,0.952,0.148
In The Stars,0.957,0.00375
Raconteur,0.937,0.00489
Epiphany - Lofi Edit,0.877,0.12
"Rage Over A Lost Penny, Op. 129",0.909,0.193
Proljetna šetnja,0.961,0.0598
Gyere velem,0.963,0.0851
Magic Shop,0.949,0.0762
Pra Sempre Reinarás,0.91,0.126
Vasos Quebrados,0.908,0.0682
Não Há um Nome Igual,0.965,0.0916
Oh Quão Lindo Esse Nome É,0.865,0.11
One Summer's Day,0.937,0.228
At Dawn,0.945,0.0251
Il lago,0.943,0.0254
Matin,0.933,0.138
Libre,0.852,0.0272
Black Swan,0.914,0.431
All the Same,0.921,0.0244
Frühlingsbach,0.899,0.238
In The End,0.952,0.0384
Distant Nights,0.887,0.0503
Serendipity - Lofi Edit,0.918,0.124
My Absence,0.953,0.0236
Reverence,0.937,0.0495
4 O' Clock,0.943,0.0916
Fusionnelle,0.946,0.0374
Arán,0.932,0.139
Sleeping at last,0.929,0.0592
Immersion,0.882,0.0561
Fake Love,0.921,0.014
The Truth Untold,0.96,0.0251
Pied Piper,0.917,0.0504
Song for Teddy,0.934,0.0485
Prelude in G Major,0.938,0.0249
Beyond Bach,0.942,0.0423
I Saw Mommy Kissing Santa Claus,0.908,0.0538
Thy Word,0.887,0.0787
Now Behold the Lamb,0.912,0.0235
Cordeiro Que Sofreu,0.949,0.0745
The Way You Look Tonight,0.875,0.255
Embers,0.9,0.0327
Little Forest,0.918,0.0347
Oceá,0.951,0.0431
Svaj,0.89,0.0572
Agile,0.891,0.0117
Blåregn,0.951,0.127
Pardon,0.954,0.0335
In Repose,0.96,0.0368
Peace Frame,0.957,0.104
Starry Sky,0.831,0.0253
Calas de Roche,0.915,0.039
"Suzume (From \""Suzume no Tojimari\"") - Piano Version",0.868,0.176
The oak,0.854,0.128
Everything About You,0.856,0.0717
Happier Than Ever,0.915,0.0373
Zakochany,0.936,0.0945
Sempiternal,0.931,0.0708
Sweet Night,0.922,0.174
Filter,0.908,0.103
Prelude in C,0.829,0.0579
Airplane pt. 2,0.955,0.114
Sunnebovals,0.918,0.138
I Can Hear Your Voice,0.847,0.114
Longest days,0.913,0.0453
Turn,0.912,0.0434
"De perdidos, al río",0.923,0.0238
Another Life,0.942,0.0251
Strosande,0.891,0.0458
Quiet Dance,0.912,0.012
A Thought Evoked,0.945,0.0324
Lilt,0.931,0.134
Waltz For Nala,0.946,0.0491
Homeward,0.967,0.0472
Heat Waves - Piano Arrangement,0.81,0.147
Nocturnes op.4,0.951,0.0359
Clear Day,0.946,0.0407
For Kate,0.902,0.0546
Aislingeach,0.928,0.0184
As You Close Your Eyes,0.883,0.0708
Mimetismo,0.91,0.0686
Nocturnes op.3,0.96,0.06
Early Memories,0.915,0.0272
Mikrokosmos,0.952,0.16
Comptine D'un Autre Été,0.947,0.0153
Tolerance,0.959,0.00706
Skating In Central Park,0.948,0.0294
Ellipses,0.932,0.0756
원펀맨 Theme - Sad Theme,0.933,0.337
Hex,0.916,0.00635
Finding Hope,0.954,0.0819
Shared Shelter,0.953,0.0451
Like a Child,0.927,0.00486
Hokage Funeral (Naruto Original Soundtrack),0.931,0.0887
Before your eyes,0.976,0.0394
Hope,0.922,0.0762
Eva's Quest,0.914,0.0578
Atlas,0.958,0.136
Fallboard,0.942,0.0384
Lady Ground,0.975,0.0922
"Gurenge (From \""Demon Slayer: Kimetsu no Yaiba\"") [Full Version] - Piano Arrangement",0.922,0.375
Movement,0.944,0.0573
Mol allena,0.927,0.0591
134340,0.946,0.0918
Je Suis Paix,0.91,0.0219
Moving Slowly,0.911,0.0229
Hands and Feet,0.934,0.109
Yesterdays Answer,0.94,0.0494
Zero O' Clock,0.907,0.283
Il Colibrì,0.824,0.0555
Blue And Sentimental,0.874,0.114
Intro: Singularity,0.947,0.0168
Avid,0.953,0.257
Fake Love - Lofi Edit,0.913,0.18
Save Me - Lofi Edit,0.933,0.174
Desenlace,0.862,0.132
Testimony,0.895,0.0145
The Truth Untold - Lofi Edit,0.891,0.148
DNA,0.918,0.0523
Dimple,0.883,0.0275
Rowan's Lullaby,0.91,0.00941
Wake with me,0.945,0.00176
Paradise,0.927,0.0617
The light that blinds us,0.941,0.0643
Memories - Piano Version,0.929,0.315
Save Me,0.853,0.0771
Blood Sweat & Tears,0.905,0.032
River Flows in You,0.918,0.183
Somewhere in Between,0.934,0.124
die kleine Raupe,0.925,0.0315
Laredo,0.927,0.0326
Numéro 1,0.947,0.0734
Phoneme,0.909,0.122
Min Melodi,0.936,0.0158
Esthetic,0.865,0.0393
Blue Stone of Atlas - Piano Solo Version,0.951,0.0038
Mondegreen,0.96,0.168
Approaching Haumea,0.92,0.125
As It Was - Piano Version,0.918,0.136
Glimpse of Us - Piano Version,0.942,0.115
Impuissance,0.94,0.011
Qingyun Peak (Mellow),0.958,0.00552
