Sarki_Ismi,Sure_ms
God Only Knows - Mono / 1997 Remastered,173040
Little Saint Nick - 1991 Remix,118840
"Merry Christmas, Baby - 1991 Remix",146093
"Merry Christmas, Baby - 1991 Remix",146093
God Only Knows - Mono / 1997 Remastered,173040
Reelin' In The Years,275466
The Man With All The Toys - Mono Version,95147
Abracadabra - Remastered 2017,307909
Midnite Cruiser,246600
California Dreamin',160373
Hey Jude,238854
White Rabbit,150640
Breathe (In the Air),169534
Shine On You Crazy Diamond (Pts. 1-5),811077
High Hopes,510964
Come Together - Remastered 2009,259946
In My Life - Remastered 2009,146333
Something - Remastered 2009,182293
Money,382834
For What It's Worth,153693
Coming Back to Life,379241
Blackbird - Remastered 2009,138386
Riders on the Storm,434720
Brain Damage,226666
I Want To Hold Your Hand - Remastered 2015,145746
Hey You,278440
House of the Rising Sun,269906
People Are Strange,130173
"Ob-La-Di, Ob-La-Da - Remastered 2009",188960
Hey Jude - Remastered 2015,425653
Eleanor Rigby,125226
While My Guitar Gently Weeps - Remastered 2009,285000
Born To Be Wild,210373
All Along the Watchtower,240800
California Dreamin' - Single Version,162373
Baba O'Riley,300400
Behind Blue Eyes,221426
Bir Tek Sen Gelmedin,261373
Baby Blue - Remastered 2010,217346
Norwegian Wood (This Bird Has Flown) - Remastered 2009,124693
Twist And Shout - Remastered 2009,155226
California Dreamin' - 2007 Digital Remaster,204373
Smoke On The Water - Remastered 2012,340742
Twist And Shout,173306
Back Round,236866
Rock and Roll,283000
Woman,177186
I Feel Free - Remastered,172760
Dream A Little Dream Of Me,194333
The Pusher,349826
(I'm Not Your) Steppin' Stone,144253
Unwrap You at Christmas,212080
Unwrap You at Christmas,212080
Unwrap You at Christmas,212080
Sunshine Of Your Love,250240
Hey Lawdy Mama - Single Version,178760
Unwrap You at Christmas,212080
Unwrap You at Christmas,212080
Born To Be Wild - Single Version,216693
Kokomo,217692
Have a Cigar,307733
Don't Let Me Down - Remastered 2009,215733
Darlin’,138607
Us and Them,469224
And I Love Her - Remastered 2009,149693
Ghostride,126120
Somebody to Love,174840
Echoes,1412451
Dream A Little Dream Of Me,194426
Light My Fire,429760
Joker And The Thief,279666
Learning to Fly,292080
Strawberry Fields Forever - Remastered 2009,247320
Layla,423840
Little Wing,145746
All My Loving - Remastered 2009,127853
Across The Universe - Remastered 2009,228133
Fearless,367933
Welcome to the Machine,451680
Michelle - Remastered 2009,162373
Eclipse,130427
Pale Blue Eyes,339533
Lucy In The Sky With Diamonds - Remastered 2009,208466
Roadhouse Blues,243826
Purple Haze,170813
Let It Be - Remastered 2015,230440
Voodoo Child (Slight Return),313373
Çökertme,181973
Help! - Remastered 2009,139560
Mother,334893
Lost for Words,314960
Helplessly Hoping - 2005 Remaster,157893
Hey Hey Rise Up - feat. Andriy Khlyvnyuk of Boombox,206493
Break on Through (To the Other Side),145866
White Room,298333
When A Blind Man Cries - Remastered,209246
Soldier Of Fortune - 2009 Digital Remaster,204880
I'm a Believer - 2006 Remaster,167373
Eleanor Rigby - Remastered 2009,126533
Hey Jude - Remastered 2009,431333
Highway Star - Remastered 2012,366136
Aşkın Gözü Kör Mü,210560
Layla - 40th Anniversary Version / 2010 Remastered,423840
Layla,423680
All Right Now,338426
The Night,446480
Let's Work Together,193853
Goin' Up The Country,169560
Bobby Brown Goes Down,169066
Locket,318378
I Will - Remastered 2009,105933
While My Guitar Gently Weeps,226756
Oh! Darling - Remastered 2009,207240
So Good At Being in Trouble,230146
Young Lust,209956
What Do You Want from Me,261587
Any Colour You Like,206429
A Feast of Friends,130573
Supersonic Rocket Ship,211578
You Really Got Me,132777
Dogs,1025280
Wish You Were Here,305507
Femme Fatale,159000
The Long And Winding Road - Remastered 2009,218186
On the Run,225384
Marooned,330385
With A Little Help From My Friends - Remastered 2009,164106
Shine On You Crazy Diamond (Pts. 6-9),747325
Sevgilim,203600
Nights In White Satin - Single Version / Mono,269106
Walk On the Wild Side,254173
A Hard Day's Night - Remastered 2009,154200
Won't Get Fooled Again - Original Album Version,511400
Smoke on the Water,337613
I Saw Her Standing There - Remastered 2009,173946
When I'm Sixty Four - Remastered 2009,157666
Goodbye Blue Sky,167239
Get It On,262613
Yellow Submarine,159160
Pigs (Three Different Ones),685880
Back In The U.S.S.R. - Remastered 2009,163453
Surfin' U.S.A. - Remastered 2001,149373
Sunshine Of Your Love,250400
Perfect Strangers,328426
Me and Bobby McGee,271333
Sunday Morning,175893
Love Me Do - Remastered 2009,141693
Pigs on the Wing 1,84280
All Right Now,330643
Hey Joe,210160
Wouldn't It Be Nice - Remastered 2000 / Stereo Mix,153205
96 Tears,176866
Her Şey Bitmiştir Artık,180120
Beni Kaybettin Artık,256673
I Was A Teenage Werewolf - Remastered,183866
I Was A Teenage Werewolf - Remastered,183866
I Was A Teenage Werewolf - Remastered,183866
I Was A Teenage Werewolf - Remastered,183866
Keep On Running - Remastered 2010,168280
Time Of The Season,214066
Golden Slumbers - Remastered 2009,91760
Kol Düğmeleri,258133
A Pillow of Winds,312893
The Joker,264503
Do It Again,356733
Poles Apart,423064
The End,703373
Darlin' - Remastered 2001,134560
L.A. Woman,471160
Yesterday - Remastered 2015,125320
I Want To Hold Your Hand - Remastered 2009,146720
For No One - Remastered 2009,119813
Kol Düğmeleri,206452
Perfect Day,225000
Day Tripper - Remastered 2015,169000
Dedicated To The One I Love,178733
I'll Be Your Mirror,134040
Octopus's Garden - Remastered 2009,170720
A Day In The Life - Remastered 2009,337413
She Loves You - Mono / Remastered,140920
A Whiter Shade of Pale - Original Single Version,248946
I'd Love to Change the World - 2004 Remaster,224133
Dirty Work,187400
The Final Cut,282602
Drive My Car - Remastered 2009,148893
The Crystal Ship,152000
Our House,179760
"Here, There And Everywhere - Remastered 2009",144880
Do You Believe in Magic?,125826
Daydream Believer,179613
Long Cool Woman (In a Black Dress) - 1999 Remaster,199200
Tomorrow Never Knows - Take 1,212880
Piece of My Heart,253333
Unut Beni,243693
Nowhere Man - Remastered 2009,163693
Üryan Geldim,257666
Ticket To Ride - Remastered 2009,189680
Penny Lane - Remastered 2009,180893
You've Got To Hide Your Love Away - Remastered 2009,129120
Peace Frog,170132
Get Back - Remastered 2009,189386
The Happiest Days of Our Lives,110826
Mafia Hukum,244083
Hep Kahır,321146
Portugal De Navio,164066
Good Vibrations - Remastered 2001,219026
İşte Hendek İşte Deve,212662
All You Need Is Love - Remastered 2009,230386
Dear Mr. Fantasy,337306
Crimson & Clover,209640
Soldier of Fortune,195160
Ghost Song,170666
Dear Mr. Fantasy,334000
California Dreamin',201893
Paint Me Silver,224973
Wot's...Uh the Deal,309106
San Tropez,223066
Ayrılık,303400
I Want You (She's So Heavy) - Remastered 2009,467320
After Hours,127453
Venus,187533
Till There Was You - Remastered 2009,133506
Tesselation,152824
The Thin Ice,146321
Love Her Madly,198466
Yuh Yuh,223569
Sgt. Pepper's Lonely Hearts Club Band - Remastered 2009,122893
On the Turning Away,341666
The House of the Rising Sun,269906
Touch Me,190253
Hurdy Gurdy Man,193466
Mississippi Queen,151293
I Am The Walrus - Remastered 2009,275866
Just a Song Before I Go,133960
The Air That I Breathe - 2008 Remaster,257106
Soul Kitchen,213000
Pigs on the Wing 1 - 2018 Remix,84960
One of These Days,354613
I'll Follow The Sun - Remastered 2009,108853
Sakın Reddetme,298280
God Only Knows - Mono / 1997 Remastered,173040
Eight Days A Week - Remastered 2009,163600
In the Flesh?,198221
"Another Brick in the Wall, Pt. 3",74411
Sheep,619079
When I Get Home,323200
Yalanmış,181280
Reelin' In The Years,275466
Yellow Submarine - Remastered 2009,158880
Pinball Wizard,180943
Sunshine Of Your Love,250000
Söyle Zalim Sultan,242933
She's My Shoo Shoo (A Minha Menina),173133
Top Top,148733
Dün Trt'de İzledim,165573
Can't Buy Me Love - Remastered 2009,131866
Southern Cross - 2005 Remaster,281000
Fesuphanallah - Enstrümantal,216093
Tie My Pecker to My Leg - Remastered,200400
Shalala,228015
In Your Arms,279349
Don’t Let Me Down - First Rooftop Performance,209453
Nobody But Me,140440
Wearing the Inside Out,409255
Cracking,111986
Sorrow,524753
Take It Back,372225
Maggot Brain,619263
"21st Century Schizoid Man - Including \""Mirrors\""",442580
"Hello, Goodbye - Remastered 2009",208840
Lümüne,278600
Cacık,227160
Girl - Remastered 2009,151720
All Good Things,117106
Woman,175666
Get Back - Rooftop Performance / Take 2,204186
I Feel Fine - Remastered 2015,139346
Green Is the Colour,178906
Is There Anybody Out There?,161595
Bahçede Hanımeli,128733
Taxman - 2022 Mix,158266
Çökertme,181973
"Epitaph - Including \""March for No Reason\"" and \""Tomorrow and Tomorrow\""",526822
Dogs - 2018 Remix,1026853
Acem Kızı,279066
Oh! Sweet Nuthin' - 2015 Remaster,445186
Believe Me - Remastered 2010,180053
I've Just Seen A Face - Remastered 2009,125040
Joker And The Thief,280466
Love Me Two Times,195106
All Day And All Of The Night,142480
Aqualung,396186
Melancholy Man,345346
Hush - 1998 Remaster,266840
Herkes Gibisin,241946
Kazma,212760
Yolla Yarim,207908
Bu Havalarda Dönme Bana - Live 2019,242809
Cemiyette Pişiyoruz,273133
Yiyin Efendiler,271240
Watermelon In Easter Hay,547960
No Matter What - Remastered 2010,180546
Dadaloğlu,278506
Teach Your Children,173466
Aynalı Kemer,198452
Sevmez Olaydım,257959
Hechizo De Amor,252706
Who Are You,381626
Who Was In My Room Last Night?,249000
Help!,138285
If I Could Find You (Eternity),180848
Skiptracing,219646
Catch the Wind,173813
Ooh La La,214080
If I Fell - Remastered 2009,139466
I Follow You,215586
Had To Fall In Love,220040
Ladies and gentlemen we are floating in space,234053
Lipstick Traces - 2007 Remaster,141013
Waterloo Sunset - Mono Version,196820
Keep Talking,370666
Within You Without You - Remastered 2009,304666
Sweet Tuesday Morning - Remastered 2010,150786
Lola (Remastered),244760
Los Esclavos,190732
Penny Lane,182053
Wond'ring Aloud,113426
Everybody’s Gotta Live,204521
Carry That Weight - Remastered 2009,96466
Ölüm,407928
I Talk To The Wind,365659
"The Court Of The Crimson King - Including \""The Return of the Fire Witch\"" and \""The Dance of the Puppets\""",602530
I'd Like To Walk Around In Your Mind,135453
Gül Bebeğim,320104
Me & Magdalena,213706
Revolution - Remastered 2009,205293
Maxwell's Silver Hammer - Remastered 2009,207920
Dam Üstüne Cul Serer,248800
Karacaoğlan,157120
Just a Little,145506
I'm a Believer - Alternate Mix; 2006 Remaster,170373
My Generation - Stereo Version,198706
Castles Made of Sand,168920
Some Kind Of Wonderful - Remastered 1999,202733
Anemone,334466
Crosstown Traffic,146573
What'Cha Gonna Do About It,116933
Não Vá Se Perder Por Aí,196053
Mavi Boncuk,148986
"Desculpe, Babe",168920
The Seeker - Edit,190373
Şarkılar Yazdım,184440
Canım Benim,366626
Power Of Moonlite,178440
Ships In The Sky,179666
Ships In The Sky,179666
Sickfest,191800
Get Ready - Single Version,172200
Wild Horses,378960
Eleanor Rigby - Remastered 2015,125866
Because - Remastered 2009,165666
Tom Tom,227720
Don't Let Me Be Misunderstood,145693
Lullaby,589106
Plants,191904
Aspirations,320947
Adrift,185133
Jungle,208120
Day Tripper - Remastered 2009,169613
Burn - Remastered 2004,364933
Stop,30622
I'm Only Sleeping - Remastered 2009,180320
Comfortably Numb - Live,570560
Without You - Remastered 2010,283493
The Show Must Go On,96560
Venus In Furs,312253
Indian Summer,154066
Bold as Love,251013
The Good Mr. Square,86693
I Was A Teenage Werewolf - Remastered,183866
All the Young Dudes,211066
Today,177546
Elenore,151306
Doctor Doctor - 2007 Remaster,252453
Don't Worry Baby - Remastered 2001,169933
I'm Never Gonna Say Goodbye,221826
Interstellar Overdrive,580715
Astronomy Domine,251278
She's Leaving Home - Remastered 2009,215160
I Get Around (Mono),134386
Kolay Mı Sanki,220489
Hikaye,155506
Stephanie Says,169053
The Wind Cries Mary,200733
Magic Carpet Ride,271573
"Baby, You're A Rich Man - Remastered 2009",181306
Dear Prudence - Remastered 2009,235773
Benim Dünyam Sensin,166373
Mr. Tambourine Man,149466
Kendim Ettim Kendim Buldum,352130
Yollar,170026
Dibi Dibi Da,179840
Ships In The Sky,179666
Fuckwit City,212253
Under Saturn's Shadow,184360
Hard Act To Follow,214680
Everybody's Talkin',164600
Yarım Porsiyon Aydınlık,168040
Who Do You Love - Pt. 1,215400
Vitamin C,212000
Fly Like An Eagle,282693
Don't Leave Me Now,255934
Pretty Peggy,229000
Sunny Afternoon - Mono Version,214592
Do You Want To Know A Secret - Remastered 2009,117013
We Can Work It Out - Remastered 2015,135693
California Dreamin',204413
Heroin,433573
Summer '68,328960
Strangers (Remastered),197853
Abracadabra,308373
This Mess We're In,235840
One of My Turns,216800
Let There Be More Light,336727
Woman,176306
Have You Ever Loved A Woman?,412960
Black Bird,145226
Fantasía,139680
House of the Rising Sun,269906
You Never Give Me Your Money - Remastered 2009,242973
Kara Sevda,258626
Highway Star,367946
Taxman - Remastered 2009,158853
Bir Of Çeksem,206866
Kazak Abdal,109226
Train Song,135360
Pigs (Three Different Ones) - 2018 Remix,686640
I'm Looking Through You - Remastered 2009,146386
Only A Fool Would Say That,176266
Sen Duymadın,184320
Yolumuz Gurbete Düştü,357642
Turn! Turn! Turn! (To Everything There Is a Season),229360
Wander Alone,224066
Child in Time - 1995 Remaster,613440
Strange Brew,166280
Ay Karanlık,185160
Nazar Eyle,193619
We Gotta Get Out Of This Place,208693
Don't Let Me Be Misunderstood,157360
Don't Let Me Be Misunderstood,157360
We Gotta Get Out Of This Place,208693
Don't Let Me Be Misunderstood,157360
We Gotta Get Out Of This Place,208693
Don't Let Me Be Misunderstood,157360
Don't Let Me Be Misunderstood,157360
Don't Let Me Be Misunderstood,157360
Don't Let Me Be Misunderstood,157360
Don't Let Me Be Misunderstood,157360
Incense And Peppermints - Stereo Version,167933
Julia - Remastered 2009,176666
Note to Self,140000
Season of the Witch,293933
Balloon,185746
Sweep Me off My Feet,209093
Blue Sunday,132949
Holding Out For You,283394
Agoraphobia,202640
Seyyah,235000
This Will Be Our Year [Mono],129160
A Great Day for Freedom,256986
Five to One - 2018 Remaster,265106
İhtiyar Oldum,257277
I've Got A Feeling - Remastered 2009,217560
Barbara Ann,133893
"Hello, I Love You - 2018 Remaster",136173
Nobody Home,203360
Bu Son Olsun,168000
Tomorrow Never Knows - Remastered 2009,179546
Lullabye,65773
Seher Vakti,156218
Red House,230360
Embryonic Journey,112093
He Ain't Heavy He's My Brother - 1998 Remaster,262266
Gimme Some Lovin' - Single Mix,178840
Dear Angie - Remastered 2010,160906
Have Love Will Travel,160400
Telli Telli,167000
Senden Kalan,253423
İstanbul,293520
Bell Bottom Blues,301720
In the Flesh,255546
Happiness Is A Warm Gun - Remastered 2009,164546
O Leyli,154120
Please Please Me - Remastered 2009,120853
Wild Thing,155333
Du e för fin för mig,508213
Lady In Black,330600
Beyaz Ev,231173
Almost Cut My Hair,269173
Yine Yol Göründü,197638
Crossroads - Live,258466
Song to the Siren - Take 7,208400
Jackson,185933
Any Major Dude Will Tell You,187266
Chemical Heart,279546
Repeat,198133
"Promised Land - Live in Veneta, Oregon 8/27/72",203760
"Goin' down the Road Feeling Bad - Live at Jahrhundert Halle, Frankfurt, Germany, April 26, 1972",452426
Hand Me Down World,201666
Anna (Go To Him) - Remastered 2009,177133
Draggin' the Line,165866
From Me To You - Mono / Remastered,116160
Oh! Darling - 2019 Mix,207146
Here Comes The Sun - 2019 Mix,185706
California Silks and Satins - 2007 Remaster,280906
Windowpane,237300
Swim and Sleep (Like a Shark),165226
Vagabond,234146
Three Friends - 2011 Remaster,182280
I'm So Tired - Remastered 2009,123493
Kağızman,177535
"Shine On You Crazy Diamond (Pts. 1-5, 7) - Live",816733
Two Of Us - Remastered 2009,216813
Felek Çakmağını Üstüme Çaktı,240512
I'd Die Babe - Remastered 2010,154413
Child in Time,619266
All You Need Is Love,226666
One Rainy Wish,221826
Alabama Song (Whisky Bar),197400
Vera,93356
Terrapin,302733
Suicidal Dream,192783
On The Road Again,206333
Honey Dew,287613
Paperback Writer - Remastered 2015,138200
The End - Remastered 2009,141613
Got To Get You Into My Life - Remastered 2009,149240
Winter Time,192226
Locomotive Breath,266013
She Came In Through The Bathroom Window - Remastered 2009,118626
Sometimes I Feel Like Screaming,449133
If You Want Me to Stay,180493
Ingin Kau Datang,272474
Can You Get To That,169856
Eski Dostum,186360
Geçti Dost Kervanı,257799
And Your Bird Can Sing - Remastered 2009,120493
"Terrapin Station - Live at Hartford, CT, May 28, 1977",666280
Rikki Don't Lose That Number,271093
Hold On Me,165240
Black Night - 1995 Remaster,209400
Uncle Remus,169600
Lost Cause,213000
You Won't See Me - Remastered 2009,199960
Aşk Çiçeği,141066
Don't Put Me On,252346
Friend of the Devil,201866
Ben Sarhoş Oldum,210744
Ateş Bacayı Sarmış,227466
Film Credits,222000
Slip Away,165329
I Want To Hold Your Hand,82397
God Only Knows,175786
Multi-Love,250800
Shirim,286628
Shuggie,201706
4 + 20,126640
Sun King - Remastered 2009,146266
Mean Mr Mustard - Remastered 2009,66533
Rock Bottom - 2007 Remaster,389333
Voodoo Child (Slight Return),312426
The Joker,217800
Any Other Way,202616
Love Me Do - Mono / Remastered,140173
When the Music's Over,659266
Kızılcıklar Oldumu,135126
Day After Day - Remastered 2010,191053
Acércate,152405
I Won't Hurt You,144440
Maggie Mae - Remastered 2009,40040
Pepper,297266
I Should Have Known Better - Remastered 2009,163080
Blue Morning Angel,183933
Alone Again Or - 2015 Remaster,197274
Tamirci Çırağı - Live,347161
Sheep - 2018 Remix,617466
İstanbul Sokakları,359706
Baby It's You - Remastered 2009,160520
Two Suns in the Sunset,315444
Yola Devam,374177
The Fool On The Hill - Remastered 2009,179106
